Tn,Tx,Tavg,RH_avg,RR,ss,ff_avg,ff_x,ff_y
20.791666666666668,27.620833333333337,23.3125,79.45833333333333,2.6250000000000004,3.245833333333333,2.4166666666666665,0.29431408153564065,-4.490365154573716
19.75,28.960714285714285,23.64642857142857,79.5,6.439285714285716,4.917857142857143,1.8214285714285714,-0.2611569881730204,-3.0961482138654595
18.25925925925926,30.370370370370367,23.40740740740741,68.22222222222223,3.8074074074074074,6.203703703703703,1.8148148148148149,-3.2208590613759798,0.09371742706113609
20.916666666666668,27.808333333333334,23.15416666666667,78.58333333333333,3.454166666666666,3.2041666666666675,2.2083333333333335,-7.347880794884119e-16,-4.0
19.321428571428573,29.042857142857148,23.14642857142857,77.46428571428571,9.182142857142859,5.292857142857143,1.6785714285714286,-2.8703282977195608,-0.7404088459957084
19.0,30.808333333333334,23.891666666666666,66.45833333333333,1.125,5.954166666666668,1.75,-3.070183577140837,0.9313300061914002
20.93548387096774,28.306451612903228,23.429032258064513,79.35483870967742,6.996774193548388,3.9193548387096775,2.161290322580645,-2.0782763017056025,-3.5304852933687347
20.392857142857142,28.678571428571434,23.507142857142856,81.92857142857143,6.1035714285714295,4.121428571428572,1.5357142857142858,-2.5401725976848524,1.59609622954601
19.130434782608695,30.065217391304348,23.78260869565218,68.69565217391305,6.98695652173913,6.443478260869566,1.6956521739130435,-3.024562511191702,0.33879424475540054
20.285714285714285,27.014285714285712,23.37142857142857,80.71428571428571,7.871428571428572,2.971428571428571,1.5714285714285714,0.12464105965178958,3.569252953639628
19.88888888888889,29.366666666666667,25.033333333333335,78.77777777777777,4.288888888888889,4.988888888888889,0.6666666666666666,-1.8005669706973724,-2.2591231919440267
18.75,29.200000000000003,23.45,71.75,0.15,7.8,1.0,0.6262789543202946,-4.456206309337067
20.363636363636363,28.61818181818182,23.263636363636365,81.18181818181819,8.481818181818182,4.2272727272727275,1.0909090909090908,-1.4902885893294304,-4.197858397698291
19.6875,29.768750000000004,23.56874999999999,77.8125,6.5562499999999995,5.06875,1.25,-3.486258458347093,-0.7330813130910864
18.75,31.4875,23.750000000000004,65.5,0.0,8.2,1.625,-2.7720816966241912,-2.136717825835023
20.823529411764707,29.31764705882353,23.658823529411762,83.11764705882354,18.24705882352941,3.4294117647058826,1.411764705882353,-3.0700113153687423,-1.8575422066428111
21.055555555555557,29.105555555555554,23.861111111111107,83.44444444444444,14.494444444444447,4.122222222222223,1.1111111111111112,-2.99774385751269,-0.11632611377044977
20.458333333333332,29.016666666666676,23.64166666666667,80.0,11.75,4.433333333333333,1.625,-3.4401786448829115,-1.0027206336110548
21.136363636363637,29.440909090909088,24.277272727272727,74.13636363636364,2.6363636363636362,5.018181818181818,2.6363636363636362,-1.5978038031512485,-4.737828933872075
20.347826086956523,29.76086956521739,24.117391304347823,76.56521739130434,7.934782608695652,5.88695652173913,1.826086956521739,-3.2740300167861527,2.518177702738034
19.48,30.535999999999998,24.012000000000004,70.88,3.6319999999999997,6.1,1.56,-2.978035137838191,2.36036156505758
20.653846153846153,28.12307692307692,23.411538461538466,77.38461538461539,7.338461538461539,2.9923076923076923,2.576923076923077,-2.1309895667739296,-4.734864584958929
19.75862068965517,29.934482758620685,23.79310344827586,75.55172413793103,4.272413793103449,6.499999999999999,1.4137931034482758,-3.4827586206896552,4.265149197030437e-16
18.925925925925927,30.981481481481485,23.82222222222222,66.55555555555556,1.5111111111111113,6.5,2.185185185185185,-4.223352538032835,1.3843336878241097
20.551612903225806,28.961290322580645,23.680645161290325,79.6774193548387,7.464516129032258,4.270967741935484,2.3225806451612905,-0.8546893557168487,-5.188135364560138
20.055172413793105,29.71379310344828,23.851724137931033,78.6896551724138,8.379310344827587,6.26896551724138,1.6206896551724137,-4.2694287642223845,-0.805918594583207
18.24137931034483,31.889655172413796,23.799999999999997,64.93103448275862,1.896551724137931,7.7793103448275875,2.2413793103448274,-4.774340707109191,1.2331958005907615
21.200000000000006,28.953846153846158,23.865384615384617,82.53846153846153,7.984615384615383,3.726923076923077,2.0,-1.3268832894477003,-4.580932532395774
20.61428571428571,29.366666666666664,23.90476190476191,82.80952380952381,13.919047619047618,4.057142857142858,1.3333333333333333,-3.0933639068208203,-1.5858751422276602
19.883333333333333,30.583333333333332,24.258333333333336,69.41666666666667,2.9916666666666667,7.216666666666666,2.0,-2.335413156800924,3.550823198504981
